"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.696902942,
"OECD","QGDP","TOT","PC_CHGPP","Q","2004-Q3",0.604790983,
"OECD","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.686158353,
"OECD","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.751862969,
"OECD","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.673917499,
"OECD","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.901033941,
"OECD","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.755675855,
"OECD","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.033533359,
"OECD","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.677493034,
"OECD","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.374689024,
"OECD","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.97757804,
"OECD","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.679591839,
"OECD","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.645726565,
"OECD","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.524863373,
"OECD","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.704230198,
"OECD","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.197103706,
"OECD","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.00270428,
"OECD","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.498206517,
"OECD","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.989812574,
"OECD","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-2.316230258,
"OECD","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.199186291,
"OECD","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.584307745,
"OECD","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.906408916,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.597297751,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.104683252,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.851091111,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.570646307,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.280843738,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.367930512,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.600994183,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.429377597,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.491125277,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.135391715,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.179694616,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.033469178,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.589822363,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.536711346,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.70556574,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.493135919,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.363588894,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.479184709,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.776119914,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.541047647,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.826882491,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.555094699,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.523799377,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.303319731,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.56005412,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.351122377,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.396100974,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.806814308,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.651461656,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.725482502,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.741234896,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.771030851,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.582770384,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.655875133,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.2099586,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.176818592,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.636863492,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.608056103,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.448984337,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.015541471,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.697384457,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.43605424,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.469992413,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.02076615,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.755945625,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.723642354,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.112892095,
"OECD","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.20418307,
"OECD","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.271329217,
"NOR","QGDP","TOT","PC_CHGPP","Q","1990-Q4",2.677670275,
"NOR","QGDP","TOT","PC_CHGPP","Q","1991-Q1",0.848660489,
"NOR","QGDP","TOT","PC_CHGPP","Q","1991-Q2",0.522850829,
"NOR","QGDP","TOT","PC_CHGPP","Q","1991-Q3",-0.244288273,
"NOR","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.733193119,
"NOR","QGDP","TOT","PC_CHGPP","Q","1992-Q1",2.126588807,
"NOR","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.521493005,
"NOR","QGDP","TOT","PC_CHGPP","Q","1992-Q3",1.310034822,
"NOR","QGDP","TOT","PC_CHGPP","Q","1992-Q4",-0.715831064,
"NOR","QGDP","TOT","PC_CHGPP","Q","1993-Q1",-0.657955685,
"NOR","QGDP","TOT","PC_CHGPP","Q","1993-Q2",1.736165313,
"NOR","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.992487571,
"NOR","QGDP","TOT","PC_CHGPP","Q","1993-Q4",3.557989504,
"NOR","QGDP","TOT","PC_CHGPP","Q","1994-Q1",-1.140091879,
"NOR","QGDP","TOT","PC_CHGPP","Q","1994-Q2",2.328807905,
"NOR","QGDP","TOT","PC_CHGPP","Q","1994-Q3",-1.358435673,
"NOR","QGDP","TOT","PC_CHGPP","Q","1994-Q4",3.952007956,
"NOR","QGDP","TOT","PC_CHGPP","Q","1995-Q1",-0.781159062,
"NOR","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.872547564,
"NOR","QGDP","TOT","PC_CHGPP","Q","1995-Q3",2.356398183,
"NOR","QGDP","TOT","PC_CHGPP","Q","1995-Q4",1.233719659,
"NOR","QGDP","TOT","PC_CHGPP","Q","1996-Q1",1.510334003,
"NOR","QGDP","TOT","PC_CHGPP","Q","1996-Q2",-0.137003578,
"NOR","QGDP","TOT","PC_CHGPP","Q","1996-Q3",3.332387583,
"NOR","QGDP","TOT","PC_CHGPP","Q","1996-Q4",-1.604256587,
"NOR","QGDP","TOT","PC_CHGPP","Q","1997-Q1",2.685025115,
"NOR","QGDP","TOT","PC_CHGPP","Q","1997-Q2",2.412160057,
"NOR","QGDP","TOT","PC_CHGPP","Q","1997-Q3",-0.107436238,
"NOR","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.412751042,
"NOR","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.964863384,
"NOR","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.133135065,
"NOR","QGDP","TOT","PC_CHGPP","Q","1998-Q3",-1.793672171,
"NOR","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.511439293,
"NOR","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.723084018,
"NOR","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.045625462,
"NOR","QGDP","TOT","PC_CHGPP","Q","1999-Q3",2.054725586,
"NOR","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.720275022,
"NOR","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.478193689,
"NOR","QGDP","TOT","PC_CHGPP","Q","2000-Q2",-1.444122002,
"NOR","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.970594383,
"NOR","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.039302633,
"NOR","QGDP","TOT","PC_CHGPP","Q","2001-Q1",1.169918607,
"NOR","QGDP","TOT","PC_CHGPP","Q","2001-Q2",-0.177712299,
"NOR","QGDP","TOT","PC_CHGPP","Q","2001-Q3",1.231055685,
"NOR","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.869051216,
"NOR","QGDP","TOT","PC_CHGPP","Q","2002-Q1",-1.027914667,
"NOR","QGDP","TOT","PC_CHGPP","Q","2002-Q2",2.077768669,
"NOR","QGDP","TOT","PC_CHGPP","Q","2002-Q3",-1.484075443,
"NOR","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.1292031,
"NOR","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.023837248,
"NOR","QGDP","TOT","PC_CHGPP","Q","2003-Q2",-0.476198042,
"NOR","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.405098525,
"NOR","QGDP","TOT","PC_CHGPP","Q","2003-Q4",0.03205752,
"NOR","QGDP","TOT","PC_CHGPP","Q","2004-Q1",3.542651452,
"NOR","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.205877883,
"NOR","QGDP","TOT","PC_CHGPP","Q","2004-Q3",-1.154684096,
"NOR","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.982498333,
"NOR","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.63008417,
"NOR","QGDP","TOT","PC_CHGPP","Q","2005-Q2",0.524406373,
"NOR","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.82956188,
"NOR","QGDP","TOT","PC_CHGPP","Q","2005-Q4",0.2250289,
"NOR","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.639986084,
"NOR","QGDP","TOT","PC_CHGPP","Q","2006-Q2",0.124976235,
"NOR","QGDP","TOT","PC_CHGPP","Q","2006-Q3",1.026181709,
"NOR","QGDP","TOT","PC_CHGPP","Q","2006-Q4",1.830283737,
"NOR","QGDP","TOT","PC_CHGPP","Q","2007-Q1",0.07525144,
"NOR","QGDP","TOT","PC_CHGPP","Q","2007-Q2",-0.001676729,
"NOR","QGDP","TOT","PC_CHGPP","Q","2007-Q3",1.283235265,
"NOR","QGDP","TOT","PC_CHGPP","Q","2007-Q4",1.088181546,
"NOR","QGDP","TOT","PC_CHGPP","Q","2008-Q1",-1.256361804,
"NOR","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.049883456,
"NOR","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.182729802,
"NOR","QGDP","TOT","PC_CHGPP","Q","2008-Q4",0.313240545,
"NOR","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-0.825737962,
"NOR","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.879611379,
"NOR","QGDP","TOT","PC_CHGPP","Q","2009-Q3",0.064386328,
"NOR","QGDP","TOT","PC_CHGPP","Q","2009-Q4",0.053340238,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.951186058,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",-1.062964293,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-2.481539827,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",2.80725941,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.093536632,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.413426518,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.611277918,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.051543722,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",2.16965563,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.23580242,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-1.449584494,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.817337105,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.150651001,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.722383991,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.980833579,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.177254636,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.5208702,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.739013144,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.420366061,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.222455448,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.256690858,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.530037016,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.171781238,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.878065428,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.13370781,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.031674933,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",-0.307073287,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",1.339357449,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.994622904,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.963470989,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.685236151,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",-0.569736833,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.778925608,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.300775738,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.630028733,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.033684589,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.275334908,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.172095149,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.219103339,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.432830198,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.314880499,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-4.667096015,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",4.482022097,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.637801429,
"NOR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.027933679,
"NOR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.752408276,
"NOR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",3.943606975,
"NOR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.014087378,
"NOR","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.966770209,
"HUN","QGDP","TOT","PC_CHGPP","Q","1995-Q2",-0.231616154,
"HUN","QGDP","TOT","PC_CHGPP","Q","1995-Q3",-0.01994889,
"HUN","QGDP","TOT","PC_CHGPP","Q","1995-Q4",-0.414752712,
"HUN","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.67163979,
"HUN","QGDP","TOT","PC_CHGPP","Q","1996-Q2",-0.643891551,
"HUN","QGDP","TOT","PC_CHGPP","Q","1996-Q3",-0.166299457,
"HUN","QGDP","TOT","PC_CHGPP","Q","1996-Q4",1.259990824,
"HUN","QGDP","TOT","PC_CHGPP","Q","1997-Q1",1.027082382,
"HUN","QGDP","TOT","PC_CHGPP","Q","1997-Q2",1.020151929,
"HUN","QGDP","TOT","PC_CHGPP","Q","1997-Q3",0.886124614,
"HUN","QGDP","TOT","PC_CHGPP","Q","1997-Q4",0.841748205,
"HUN","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.859086339,
"HUN","QGDP","TOT","PC_CHGPP","Q","1998-Q2",1.518032961,
"HUN","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.921693312,
"HUN","QGDP","TOT","PC_CHGPP","Q","1998-Q4",0.039859378,
"HUN","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.038508147,
"HUN","QGDP","TOT","PC_CHGPP","Q","1999-Q2",1.051516816,
"HUN","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.885980258,
"HUN","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.141271345,
"HUN","QGDP","TOT","PC_CHGPP","Q","2000-Q1",0.804257841,
"HUN","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.078110004,
"HUN","QGDP","TOT","PC_CHGPP","Q","2000-Q3",0.890842118,
"HUN","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.902308055,
"HUN","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.70447666,
"HUN","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.784045385,
"HUN","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.898151612,
"HUN","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.747361159,
"HUN","QGDP","TOT","PC_CHGPP","Q","2002-Q1",2.301271297,
"HUN","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.518989244,
"HUN","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.920825023,
"HUN","QGDP","TOT","PC_CHGPP","Q","2002-Q4",1.220359603,
"HUN","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.790304358,
"HUN","QGDP","TOT","PC_CHGPP","Q","2003-Q2",1.032663795,
"HUN","QGDP","TOT","PC_CHGPP","Q","2003-Q3",1.197798748,
"HUN","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.017297216,
"HUN","QGDP","TOT","PC_CHGPP","Q","2004-Q1",1.540169229,
"HUN","QGDP","TOT","PC_CHGPP","Q","2004-Q2",1.190514817,
"HUN","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.203585117,
"HUN","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.384776108,
"HUN","QGDP","TOT","PC_CHGPP","Q","2005-Q1",0.983327285,
"HUN","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.952751903,
"HUN","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.734971863,
"HUN","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.122873924,
"HUN","QGDP","TOT","PC_CHGPP","Q","2006-Q1",0.799121395,
"HUN","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.406744984,
"HUN","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.547976342,
"HUN","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.958974048,
"HUN","QGDP","TOT","PC_CHGPP","Q","2007-Q1",-1.2502308,
"HUN","QGDP","TOT","PC_CHGPP","Q","2007-Q2",-0.124430379,
"HUN","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.510939312,
"HUN","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.325754979,
"HUN","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.900670072,
"HUN","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.622046247,
"HUN","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.213356091,
"HUN","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-3.496073495,
"HUN","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-4.116291861,
"HUN","QGDP","TOT","PC_CHGPP","Q","2009-Q2",0.041246885,
"HUN","QGDP","TOT","PC_CHGPP","Q","2009-Q3",-0.013832867,
"HUN","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.035821973,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.038254523,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.807389053,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.813173479,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",-0.021269442,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.90688313,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.089099359,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.231829941,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.256235589,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-1.764230934,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.666201681,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.344405111,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.132481752,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.201050761,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.974718257,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.568109573,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.863811509,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.78321606,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",1.318260476,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.954357133,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.561652141,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.659940576,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.11238449,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.749685799,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.044419298,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-0.549796113,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.360133348,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.499616137,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.875180248,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.415177848,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.214915951,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.887866702,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.434651155,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.788669509,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.959073144,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.41787087,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.017364252,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.650552869,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.47553496,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.249774692,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.56082633,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.521446179,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-14.150467117,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.569643309,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.60217645,
"HUN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.28031451,
"HUN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.433076989,
"HUN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.068606919,
"HUN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.189201257,
"HUN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",2.102492802,
"CAN","QGDP","TOT","PC_CHGPP","Q","1990-Q4",-0.891196884,
"CAN","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-1.427068555,
"CAN","QGDP","TOT","PC_CHGPP","Q","1991-Q2",0.466260689,
"CAN","QGDP","TOT","PC_CHGPP","Q","1991-Q3",0.133908241,
"CAN","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.184531308,
"CAN","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.072893567,
"CAN","QGDP","TOT","PC_CHGPP","Q","1992-Q2",0.122114907,
"CAN","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.53698518,
"CAN","QGDP","TOT","PC_CHGPP","Q","1992-Q4",0.568910538,
"CAN","QGDP","TOT","PC_CHGPP","Q","1993-Q1",0.639946265,
"CAN","QGDP","TOT","PC_CHGPP","Q","1993-Q2",0.910433228,
"CAN","QGDP","TOT","PC_CHGPP","Q","1993-Q3",0.953047096,
"CAN","QGDP","TOT","PC_CHGPP","Q","1993-Q4",0.431683602,
"CAN","QGDP","TOT","PC_CHGPP","Q","1994-Q1",1.473568699,
"CAN","QGDP","TOT","PC_CHGPP","Q","1994-Q2",1.461328599,
"CAN","QGDP","TOT","PC_CHGPP","Q","1994-Q3",1.278408105,
"CAN","QGDP","TOT","PC_CHGPP","Q","1994-Q4",0.729647389,
"CAN","QGDP","TOT","PC_CHGPP","Q","1995-Q1",0.929487425,
"CAN","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.040377509,
"CAN","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.131784833,
"CAN","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.409812959,
"CAN","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.06880559,
"CAN","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.696292748,
"CAN","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.863973279,
"CAN","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.80536636,
"CAN","QGDP","TOT","PC_CHGPP","Q","1997-Q1",1.319174451,
"CAN","QGDP","TOT","PC_CHGPP","Q","1997-Q2",1.129631513,
"CAN","QGDP","TOT","PC_CHGPP","Q","1997-Q3",1.183433842,
"CAN","QGDP","TOT","PC_CHGPP","Q","1997-Q4",0.968322222,
"CAN","QGDP","TOT","PC_CHGPP","Q","1998-Q1",1.41241503,
"CAN","QGDP","TOT","PC_CHGPP","Q","1998-Q2",0.053398141,
"CAN","QGDP","TOT","PC_CHGPP","Q","1998-Q3",0.91021039,
"CAN","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.360670376,
"CAN","QGDP","TOT","PC_CHGPP","Q","1999-Q1",1.813816174,
"CAN","QGDP","TOT","PC_CHGPP","Q","1999-Q2",0.836544698,
"CAN","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.56467609,
"CAN","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.40669634,
"CAN","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.59973568,
"CAN","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.188584709,
"CAN","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.016981788,
"CAN","QGDP","TOT","PC_CHGPP","Q","2000-Q4",0.1712074,
